df,Seed,Model,Epsilon,Test Index,Attack Name,True Y,Original Y Pred,Attacked Y Pred,Attacked AE,Original AE,Max Per,Sum Per,Cost Time,Window Range,Adv Example,
Electricity,2210,CNN,0.1,27,Non-targeted_1VITA,0.3062498867511749,0.3774770200252533,0.38428032398223877,0.07803043723106384,0.07122713327407837,0.02303069829940796,0.02303069829940796,1.9987812042236328,[0.25009235739707947; 0.5040237307548523; 0.27332520484924316],[[[0.6397366523742676; 0.36596253514289856; 0.731319785118103]; [0.6240893006324768; 0.07495666295289993; 0.9551608562469482]; [0.3896442651748657; 0.1748545616865158; 0.8733243942260742]; [0.5152171850204468; 0.5789803862571716; 0.6818356513977051]]],
Electricity,2210,CNN,0.1,28,Non-targeted_1VITA,0.7101300954818726,0.7035460472106934,0.705736517906189,0.004393577575683594,0.006584048271179199,0.043742358684539795,0.043742358684539795,1.0550751686096191,[0.44114041328430176; 0.5315120220184326; 0.2940879464149475],[[[0.3872867226600647; 0.07251572608947754; 0.5243769288063049]; [0.2637350857257843; 0.10922005772590637; 0.8184648752212524]; [0.6789886951446533; 0.6040277481079102; 0.6423467993736267]; [0.6611331701278687; 0.4359153211116791; 0.556925356388092]]],
Electricity,2210,CNN,0.1,29,Non-targeted_1VITA,0.7648096680641174,0.7278321385383606,0.7225185036659241,0.04229116439819336,0.036977529525756836,0.03868389129638672,0.03868389129638672,2.0070414543151855,[0.39724868535995483; 0.6295618414878845; 0.4727100431919098],[[[0.7801399827003479; 0.019412832334637642; 0.6061257123947144]; [0.7133434414863586; 0.14090345799922943; 0.5557526350021362]; [0.5157247185707092; 0.614891767501831; 0.18776606023311615]; [0.38289129734039307; 0.6489746570587158; 0.13341568410396576]]],
Electricity,2210,CNN,0.1,30,Non-targeted_1VITA,0.6280218362808228,0.48907631635665894,0.492919385433197,0.13510245084762573,0.13894551992416382,0.004274189472198486,0.004274189472198486,1.9803414344787598,[0.04445808008313179; 0.08860688656568527; 0.16285495460033417],[[[0.6843035817146301; 0.10267429798841476; 0.5376150012016296]; [0.7158921957015991; 0.19128118455410004; 0.58441561460495]; [0.7147850394248962; 0.16606426239013672; 0.6585688591003418]; [0.6714341640472412; 0.11688443273305893; 0.7004699110984802]]],
Electricity,2210,CNN,0.1,31,Non-targeted_1VITA,0.24118515849113464,0.22023075819015503,0.22070235013961792,0.020482808351516724,0.020954400300979614,0.031150877475738525,0.031150877475738525,1.9866631031036377,[0.31500113010406494; 0.38735032081604004; 0.1956663280725479],[[[0.6568478941917419; 0.5172433257102966; 0.7518362998962402]; [0.6085205674171448; 0.1298930048942566; 0.9004891514778137]; [0.6311988830566406; 0.27268967032432556; 0.7048227787017822]; [0.341846764087677; 0.23879468441009521; 0.7455469965934753]]],
Electricity,2210,CNN,0.1,32,Non-targeted_1VITA,0.30159854888916016,0.362526535987854,0.3607911467552185,0.05919259786605835,0.06092798709869385,0.008512020111083984,0.008512020111083984,1.9875566959381104,[0.09238936007022858; 0.2125774770975113; 0.5124576687812805],[[[0.651439905166626; 0.11180005967617035; 0.7996969819068909]; [0.682999312877655; 0.22436131536960602; 0.626663088798523]; [0.6624433994293213; 0.24639439582824707; 0.2872393727302551]; [0.5991219878196716; 0.033816926181316376; 0.339878648519516]]],
Electricity,2210,CNN,0.1,33,Non-targeted_1VITA,0.827546238899231,0.7824484705924988,0.7819508910179138,0.04559534788131714,0.04509776830673218,0.04537421464920044,0.04537421464920044,1.407116413116455,[0.4631815254688263; 0.14050090312957764; 0.12302806228399277],[[[0.3710409998893738; 0.16062979400157928; 0.06831878423690796]; [0.7710959911346436; 0.0915064886212349; 0.14633239805698395]; [0.8342224955558777; 0.1484677940607071; 0.023304341360926628]; [0.7675192952156067; 0.020128890872001648; 0.03341652452945709]]],
Electricity,2210,CNN,0.1,34,Non-targeted_1VITA,0.43143031001091003,0.43647003173828125,0.4333924651145935,0.0019621551036834717,0.005039721727371216,0.0388735830783844,0.0388735830783844,1.9870171546936035,[0.38918018341064453; 0.12073308974504471; 0.2597866654396057],[[[0.21145524084568024; 0.18251527845859528; 0.5796704888343811]; [0.07618627697229385; 0.2047935575246811; 0.52104651927948]; [0.4653664529323578; 0.08406046777963638; 0.43241992592811584]; [0.4941745102405548; 0.17898499965667725; 0.3198838233947754]]],
Electricity,2210,CNN,0.1,35,Non-targeted_1VITA,0.2946258783340454,0.46807992458343506,0.4722244143486023,0.17759853601455688,0.17345404624938965,0.004433095455169678,0.004433095455169678,1.4378621578216553,[0.044969476759433746; 0.240640327334404; 0.23231306672096252],[[[0.6789886951446533; 0.6040277481079102; 0.6423467993736267]; [0.7048755288124084; 0.4359153211116791; 0.556925356388092]; [0.7101300954818726; 0.6765556335449219; 0.4684865474700928]; [0.6695936918258667; 0.5656680464744568; 0.4100337326526642]]],
Electricity,2210,CNN,0.1,36,Non-targeted_1VITA,0.1954856663942337,0.32481199502944946,0.3227044343948364,0.12721876800060272,0.12932632863521576,0.0036066770553588867,0.0036066770553588867,1.5110442638397217,[0.03628471866250038; 0.0595986433327198; 0.18796220421791077],[[[0.48041296005249023; 0.03748626261949539; 0.5275319814682007]; [0.4913913905620575; 0.05914241448044777; 0.7039254903793335]; [0.47758749127388; 0.08501195907592773; 0.554634153842926]; [0.4514999985694885; 0.02541331946849823; 0.5159633159637451]]],
Electricity,2210,CNN,0.1,37,Non-targeted_1VITA,0.6703193187713623,0.6616582870483398,0.6614416241645813,0.008877694606781006,0.008661031723022461,0.04128766059875488,0.04128766059875488,1.831430196762085,[0.4155745208263397; 0.09487451612949371; 0.13931690156459808],[[[0.6434391140937805; 0.12276171147823334; 0.6199105381965637]; [0.3538530468940735; 0.047501303255558014; 0.5496177077293396]; [0.227864608168602; 0.06547348201274872; 0.48059362173080444]; [0.5812520384788513; 0.14237582683563232; 0.5585321187973022]]],
Electricity,2210,CNN,0.1,38,Non-targeted_1VITA,0.9591344594955444,0.9608028531074524,0.9620746374130249,0.0029401779174804688,0.001668393611907959,0.03996419906616211,0.03996419906616211,1.9860732555389404,[0.4020494222640991; 0.2851346731185913; 0.09214480221271515],[[[0.8765596151351929; 0.36439988017082214; 0.13344073295593262]; [0.602568507194519; 0.07926520705223083; 0.22558553516864777]; [0.5115005970001221; 0.10735977441072464; 0.19227334856987]; [0.9535142183303833; 0.09426824748516083; 0.15910722315311432]]],
Electricity,2210,CNN,0.1,39,Non-targeted_1VITA,0.7113024592399597,0.6138622164726257,0.611761748790741,0.09954071044921875,0.09744024276733398,0.004228472709655762,0.004228472709655762,1.9868056774139404,[0.0038827627431601286; 0.3127351999282837; 0.04481828957796097],[[[0.7382439970970154; 0.3394659757614136; 0.07153311371803284]; [0.7343612313270569; 0.048787035048007965; 0.1062425896525383]; [0.7359068989753723; 0.026730766519904137; 0.06142430379986763]; [0.7358852028846741; 0.06931848078966141; 0.07580588757991791]]],
Electricity,2210,CNN,0.1,40,Non-targeted_1VITA,0.07618627697229385,0.20953616499900818,0.21005728840827942,0.13387101143598557,0.13334988802671432,0.032602906227111816,0.032602906227111816,0.6842052936553955,[0.341208815574646; 0.1724855899810791; 0.1762140393257141],[[[0.552664041519165; 0.10166425257921219; 0.7558845281600952]; [0.5415424704551697; 0.0805143415927887; 0.6432941555976868]; [0.4044463336467743; 0.2529999315738678; 0.621258556842804]; [0.21145524084568024; 0.18251527845859528; 0.5796704888343811]]],
Electricity,2210,CNN,0.1,41,Non-targeted_1VITA,0.5280544757843018,0.652381956577301,0.6550440788269043,0.12698960304260254,0.12432748079299927,0.002272963523864746,0.002272963523864746,2.0038633346557617,[0.023405248299241066; 0.4691491723060608; 0.1280987560749054],[[[0.8190969228744507; 0.5942017436027527; 0.05551474913954735]; [0.8096628189086914; 0.8326988220214844; 0.170054093003273]; [0.8314865827560425; 0.7901867032051086; 0.11900071799755096]; [0.808081328868866; 0.3635496497154236; 0.04195532947778702]]],
Electricity,2210,CNN,0.1,42,Non-targeted_1VITA,0.4200811982154846,0.41311389207839966,0.4094305634498596,0.010650634765625,0.006967306137084961,0.030733466148376465,0.030733466148376465,1.9932363033294678,[0.3154907822608948; 0.3883615732192993; 0.15760479867458344],[[[0.867707371711731; 0.4834885895252228; 0.1113174632191658]; [0.8161191940307617; 0.3838993310928345; 0.17560890316963196]; [0.8209390640258789; 0.09512703120708466; 0.26892226934432983]; [0.5522165894508362; 0.1993407905101776; 0.19784067571163177]]],
Electricity,2210,CNN,0.1,43,Non-targeted_1VITA,0.2891884744167328,0.2632695734500885,0.2625831067562103,0.02660536766052246,0.025918900966644287,0.028697609901428223,0.028697609901428223,2.0048131942749023,[0.29389458894729614; 0.11637818813323975; 0.4964400827884674],[[[0.6881247758865356; 0.21336062252521515; 0.7911039590835571]; [0.653138279914856; 0.11633549630641937; 0.8625569939613342]; [0.6523553133010864; 0.17444469034671783; 0.7075271606445312]; [0.3942301869392395; 0.23271368443965912; 0.36611688137054443]]],
Electricity,2210,CNN,0.1,44,Non-targeted_1VITA,0.9510608911514282,0.955100953578949,0.9549011588096619,0.0038402676582336426,0.004040062427520752,0.0342862606048584,0.0342862606048584,1.991947889328003,[0.3716755509376526; 0.52145916223526; 0.03555331006646156],[[[0.8861634135246277; 0.05588417127728462; 0.07219170778989792]; [0.5947635769844055; 0.14609394967556; 0.060476936399936676]; [0.5503055453300476; 0.4647406041622162; 0.04358296096324921]; [0.9219810962677002; 0.5773433446884155; 0.036638397723436356]]],
Electricity,2210,CNN,0.1,45,Non-targeted_1VITA,0.6105756163597107,0.6789641380310059,0.685666561126709,0.07509094476699829,0.06838852167129517,0.0038753747940063477,0.0038753747940063477,1.995556116104126,[0.04320133104920387; 0.09770703315734863; 0.07465402036905289],[[[0.9144386053085327; 0.1144239753484726; 0.07469993084669113]; [0.912771463394165; 0.10643512010574341; 0.14591088891029358]; [0.8843353390693665; 0.1533460170030594; 0.07125686854124069]; [0.8751126527786255; 0.055638980120420456; 0.137326180934906]]],
Electricity,2210,CNN,0.1,46,Non-targeted_1VITA,0.8749371767044067,0.8556814789772034,0.854175865650177,0.020761311054229736,0.01925569772720337,0.046670615673065186,0.046670615673065186,1.7791461944580078,[0.4690702259540558; 0.22160565853118896; 0.029743919149041176],[[[0.9451759457588196; 0.06492210924625397; 0.02233193628489971]; [0.9002870321273804; 0.04333426430821419; 0.015892358496785164]; [0.5457428693771362; 0.040739625692367554; 0.03648398071527481]; [0.4761057198047638; 0.2623452842235565; 0.04563627764582634]]],
Electricity,2210,CNN,0.1,47,Non-targeted_1VITA,0.7863585352897644,0.7723484635353088,0.7702733874320984,0.016085147857666016,0.014010071754455566,0.008695781230926514,0.008695781230926514,1.987105131149292,[0.09151788055896759; 0.1896856129169464; 0.08522528409957886],[[[0.7409262657165527; 0.20452885329723358; 0.34167319536209106]; [0.7952836751937866; 0.015429994091391563; 0.28752315044403076]; [0.8411399126052856; 0.01484324224293232; 0.3017837107181549]; [0.8267280459403992; 0.05860811844468117; 0.3727484345436096]]],
Electricity,2210,CNN,0.1,48,Non-targeted_1VITA,0.8711516261100769,0.8435313701629639,0.8424155116081238,0.028736114501953125,0.027620255947113037,0.04405522346496582,0.04405522346496582,1.9894087314605713,[0.44588741660118103; 0.4739273488521576; 0.2155735045671463],[[[0.42188000679016113; 0.7730770111083984; 0.08578451722860336]; [0.8115971684455872; 0.6484342217445374; 0.2009456902742386]; [0.8642196655273438; 0.3506850004196167; 0.14922457933425903]; [0.8237122297286987; 0.29914963245391846; 0.30135801434516907]]],
Electricity,2210,CNN,0.1,49,Non-targeted_1VITA,0.8722332119941711,0.8015104532241821,0.8042762279510498,0.06795698404312134,0.07072275876998901,0.04125446081161499,0.04125446081161499,1.9990549087524414,[0.4152689576148987; 0.24569176137447357; 0.056983791291713715],[[[0.8785080313682556; 0.5291857123374939; 0.027665559202432632]; [0.8482321500778198; 0.7748774886131287; 0.020261922851204872]; [0.5105670690536499; 0.7662714123725891; 0.07724571228027344]; [0.46323904395103455; 0.7610308527946472; 0.07446622103452682]]],
Electricity,2210,CNN,0.1,50,Non-targeted_1VITA,0.5850877165794373,0.5358023047447205,0.5380104780197144,0.0470772385597229,0.0492854118347168,0.039227068424224854,0.039227068424224854,0.845318078994751,[0.3969789445400238; 0.17602074146270752; 0.09722384810447693],[[[0.17254066467285156; 0.17193666100502014; 0.36514031887054443]; [0.5589247941970825; 0.220458984375; 0.29850760102272034]; [0.5677195191383362; 0.04682062193751335; 0.3957314193248749]; [0.5302925109863281; 0.044438235461711884; 0.35036641359329224]]],
Electricity,2210,CNN,0.1,51,Non-targeted_1VITA,0.7299939393997192,0.6730137467384338,0.6705116629600525,0.05948227643966675,0.0569801926612854,0.0025670528411865234,0.0025670528411865234,1.985668420791626,[0.029919136315584183; 0.20102296769618988; 0.2985368072986603],[[[0.7662645578384399; 0.02548407018184662; 0.3447907567024231]; [0.7952274084091187; 0.03989548236131668; 0.4418768584728241]; [0.796183705329895; 0.1068401113152504; 0.5418217778205872]; [0.7786852121353149; 0.2265070378780365; 0.643327534198761]]],
Electricity,2210,CNN,0.1,52,Non-targeted_1VITA,0.648016095161438,0.6098878383636475,0.6063133478164673,0.0417027473449707,0.03812825679779053,0.04465574026107788,0.04465574026107788,1.2520344257354736,[0.44661232829093933; 0.11513759195804596; 0.2412775605916977],[[[0.20508453249931335; 0.1438201367855072; 0.5615035891532898]; [0.5974264144897461; 0.06246042996644974; 0.4755479693412781]; [0.6516968607902527; 0.04355749860405922; 0.3211149573326111]; [0.5940261483192444; 0.028682541102170944; 0.56239253282547]]],
